,created_at,tweet,score,label
335,Tue Jan 24 11:03:17 +0000 2023,meskipun sudah berangsur pulih namun ancaman resesi ekonomi di tahun 2023 ini tentunya akan membawa dampak besar dan menjadi pekerjaan rumah bagi kepemimpinan Indonesia kedepan. #KebangkitanIndonesiaRaya #MilenialBersatu Prabowo Subianto https://t.co/bRiqryqA2T,-1,NEGATIVE
336,Tue Jan 24 11:47:03 +0000 2023,meskipun sudah berangsur pulih namun ancaman resesi ekonomi ditahun 2023 ini tentunya akan membawa dampak besar dan menjadi pekerjaan rumah bagi kepemimpinan Indonesia kedepan.\n#BangkitBersama \n#KebangkitanIndonesiaRaya \nPrabowo Subianto,-1,NEGATIVE
337,Wed Jan 25 09:05:02 +0000 2023,Meskipun sudah berangsur pulih namun ancaman resesi ekonomi di tahun 2023 ini tentunya akan membawa dampak besar dan menjadi pekerjaan rumah bagi kepemimpinan Indonesia kedepan.\n\n#KebangkitanIndonesiaRaya #DisuruhPakde Prabowo Subianto,-1,NEGATIVE
338,Tue Jan 24 08:09:54 +0000 2023,meskipun sudah berangsur pulih namun ancaman resesi ekonomi di tahun 2023 ini tentunya akan membawa dampak besar dan menjadi pekerjaan rumah bagi kepemimpinan Indonesia kedepan. #KebangkitanIndonesiaRaya #MilenialBersatu,-1,NEGATIVE
339,Tue Jan 24 12:50:48 +0000 2023,Menteri Investasi/Kepala Badan Koordinasi Penanaman Modal Bahlil Lahadalia menyebut kondisi ekonomi global tahun 2023 gelap dan potensi resesi cukup besar. https://t.co/LMude0KNHf,-1,NEGATIVE
340,Tue Jan 24 08:10:23 +0000 2023,meskipun sudah berangsur pulih namun ancaman resesi ekonomi di tahun 2023 ini tentunya akan membawa dampak besar dan menjadi pekerjaan rumah bagi kepemimpinan Indonesia kedepan. #KebangkitanIndonesiaRaya #MilenialBersatu https://t.co/eHeXE13LXL,-1,NEGATIVE
342,Wed Jan 25 07:42:46 +0000 2023,Prabowo Subianto\nmeskipun sudah berangsur pulih namun ancaman resesi ekonomi di tahun 2023 ini  #KebangkitanIndonesiaRaya #BangkitBersama,-1,NEGATIVE
343,Tue Jan 24 11:23:56 +0000 2023,Meskipun sudah berangsur pulih namun ancaman resesi ekonomi di tahun 2023 ini tentunya akan membawa dampak besar dan menjadi pekerjaan rumah bagi kepemimpinan Indonesia kedepan. #KebangkitanIndonesiaRaya #MilenialBersatuPrabowoSubianto,-1,NEGATIVE
344,Tue Jan 24 04:08:00 +0000 2023,"Sahabat https://t.co/PEHK4IVwiH jangan lupa saksikan DISKUSI PUBLIK &amp; PERS. Kita akan berdiskusi tentang RESILIENSI EKONOMI NASIONAL DI TENGAB ANCAMAN RESESI GLOBAL. Hari Rabu 25 Januari 2023, Pukul 09:00- 12:00 https://t.co/0evqjKJrVp",1,POSITIVE
345,Tue Jan 24 07:05:30 +0000 2023,"Stabilitas ekonomi nasional terjaga dengan baik ditengah ancaman resesi global 2023. Ini berkat program² yang diluncurkan pak Jokowi, salah satu contohnya adalah program hilirisasi nikel yang sempat ditentang Uni Eropa di WTO\n\nKinerja Jokowi Tinggi \n#PublikPuas https://t.co/an3BmfDDv5",1,POSITIVE
346,Sat Jan 21 01:11:04 +0000 2023,"Peluang Indonesia untuk mengalami resesi itu sangat kecil. Kemungkinan hanya perlambatan ekonomi\ntahun 2023 ekonomi Indonesia masih mampu bertumbuh, didukung oleh beberapa faktor. Antara lain ekonomi kita yang berorientasi domestik dgn juga konsumsi masyarakat &amp; besarnya populasi https://t.co/N7Wdjo4kaz",1,POSITIVE
348,Mon Jan 23 04:23:22 +0000 2023,"Optimisme Pertumbuhan Ekonomi RI 2023, ditengah gejolak dan ancaman Resesi Dunia. Simak beritanya di portal kami #bbonnews #beritaekonomi #prediksiekonomi #prediksi2023 @ Special Region of Yogyakarta https://t.co/HDm4PL2bFK",1,POSITIVE
349,Mon Jan 23 17:02:38 +0000 2023,-lur pengen due konco ngobrol sik seneng bisnis. analisamu terkait kondisi makro ekonomi tahun 2023 iki piye lur soal resesi?,1,POSITIVE
350,Fri Jan 20 06:19:43 +0000 2023,"Kepala BIN Jenderal Budi Gunawan\nMengatakan, tahun 2023 adalah tahun yang dihantui oleh ancaman resesi dan inflasi. Yang dampaknya akan berpengaruh sampai dengan ke daerah yang mengena dan dirasakan oleh ekonomi rumah tangga di sudut-sudut kota, di kabupaten hingga pelosok desa. https://t.co/iczMkoMCV9",-1,NEGATIVE
351,Sun Jan 22 23:04:00 +0000 2023,"Pandemi Covid-19 semakin mempertebal utang pemerintah. Kondisi ini akan membayangi wajah ekonomi di tahun 2023, apalagi di tengah potensi terjadinya resesi.\n\n#UtangdanKemiskinanMeroket\n#UtangdanKemiskinanMeroket\n\nhttps://t.co/1tNf25T3Uk",-1,NEGATIVE
352,Sun Jan 22 14:42:05 +0000 2023,"2023 Tahun Gelap, BIN: Ancaman Resesi Hingga Inflasi: Serpong, FP Ekonomi – Kepala… https://t.co/LVehgvvbt4 @fajarposcom @fajarposmedia https://t.co/xiw81WxnWd",-1,NEGATIVE
353,Sat Jan 21 14:12:26 +0000 2023,"APBN thn 2023 merupakan kombinasi yg optimis dan waspada di tengah resiko tekanan geopolitik, ancaman resesi dan persiapan Pemilu 2024, utk itu Pemerintah harus menggunakan APBN dan APBD 2023 utk menjaga kinerja ekonomi dan melindungi masyarakat\n\nJokowi Gas Pol Pemulihan Ekonomi https://t.co/NH6kFvMxpJ",1,POSITIVE
355,Fri Jan 20 09:58:01 +0000 2023,"Walaupun Indonesia diprediksi tidak akan terkendala resesi, Budi mengatakan, pertumbuhan ekonomi Indonesia tahun 2023 diperkirakan hanya di kisaran 4,7%-5,3% https://t.co/nZ7COKmIGv",1,POSITIVE
356,Mon Jan 23 09:19:26 +0000 2023,Menteri Keuangan Sri Mulyani menyebutkan Anggaran Pendapatan dan Belanja Negara (APBN) tahun 2023 merupakan kombinasi yang optimistis dan waspada di tengah risiko tekanan geopolitik dan ancaman resesi.\n\nJokowi Gaspoll Pemulihan Ekonomi https://t.co/1TvgZjFrNE,1,POSITIVE
358,Sat Jan 21 03:11:15 +0000 2023,7 nasehat untuk kaum muda melanjutkan langkah di 2023 di tengah prediksi ancaman resesi ekonomi global... (Rhenald Kasali)\n#salamtoleransi\n#ToleransiAkalSehat\n#Economic\n\nhttps://t.co/ybQMZZyFRk,1,POSITIVE
359,Mon Jan 23 07:07:33 +0000 2023,Resesi ekonomi global yang diprediksi akan terjadi pada 2023 tentunya akan memengaruhi situasi ekonomi di Indonesia. https://t.co/9V9AVqQhpH,-1,NEGATIVE
360,Sun Jan 22 10:12:26 +0000 2023,Hari ini cerah. Fix bakalan resesi ekonomi 2023 https://t.co/7donuf4VES,-1,NEGATIVE
361,Sun Jan 22 12:27:20 +0000 2023,"lingkungan:\n\n- dampak pemanasan global, diperkiran menyusutnya 2/3 gletser abad ini\n- cuaca ekstrem penyebab banyak bencana di indonesia\n\nekonomi:\n- resesi ekonomi global 2023",-1,NEGATIVE
362,Sun Jan 22 09:08:25 +0000 2023,@uuaakuuaak 2023 Resesi ekonomi ❌\n2023 Resesi Jodoh ✅,1,POSITIVE
363,Sun Jan 22 07:04:27 +0000 2023,"Kali ini dalam seminar nasional bertajuk Ketahanan Ekonomi Nasional di Tengah Ancaman Resesi Global"" bersama Menteri Keuangan dan Menteri Koperasi &amp",1,POSITIVE
364,Fri Jan 20 19:06:09 +0000 2023,@srwithnj8 @mayhaphuman dikiranya lu bahas resesi ekonomi 2023 kali sar,1,POSITIVE
365,Fri Jan 20 03:54:15 +0000 2023,Optimis Ekonomi RI di 2023 Aman Dari Resesi !!\n@biankepo\n@ikaaqty\n\n#IbukotaNegara #IKN #SemangatNusantara https://t.co/FQHHyhSDUp,1,POSITIVE
366,Fri Jan 20 02:46:09 +0000 2023,Optimis pemerintah Indonesia bisa kendalikan ekonomi dan cegah resesi 2023!\n\n#IndonesiaTanpaResesi\n#EkonomiIndonesia https://t.co/YA8meIC0Ii,1,POSITIVE
367,Thu Jan 19 02:04:22 +0000 2023,"APBN 2023 Optimistis dan Waspada di tengah risiko tekanan geopolitik, ancaman resesi, dan persiapan Pemilu 2024.\n\nhttps://t.co/M2MVftbLkO\n\n@jokowi Gas Pol Pemulihan Ekonomi https://t.co/Fw5oIZmpC6",1,POSITIVE
368,Thu Jan 19 10:09:13 +0000 2023,"Presiden @jokowi menginstruksikan jajarannya utk tetap optimistis dlm mengarungi perekonomian tahun 2023. Namun, optimisme tsb harus disertai dgn kewaspadaan krn situasi ekonomi global pada tahun ini pun akan menjadi tantangan dgn banyaknya negara yg diprediksi mengalami resesi. https://t.co/0WZ0vnpU0i",1,POSITIVE
369,Fri Jan 20 02:31:50 +0000 2023,Optimis Ekonomi RI di 2023 Aman Dari Resesi !!\n@atr_bpn\n@geandin17\n\n#IbukotaNegara #IKN #SemangatNusantara https://t.co/LqtclTLAON,1,POSITIVE
370,Thu Jan 19 09:19:53 +0000 2023,Menteri Keuangan Sri Mulyani menyebut APBN 2023 disusun dengan optimistis sekaligus waspada.\nPerekonomian Indonesia terbukti tahan resesi. Kita percaya ekonomi Indonesia aman sepanjang 2023.\n@tolakbigotnkri @NayDonuts @Aryprasetyo85 https://t.co/Bdvh0RkGR1,1,POSITIVE
371,Wed Jan 18 23:56:40 +0000 2023,"Menteri BUMN @erickthohir mengingatkan adanya permasalahan ekonomi yang harus dihadapi Indonesia pada 2023. \nSetelah berhasil menunjukkan peran dalam penanganan Covid, dia menegaskan, kini BUMN harus bersiap menghadapi resesi ekonomi.\n\n#BangkitBersamaET https://t.co/NsSqhUaake",1,POSITIVE
372,Thu Jan 19 00:59:23 +0000 2023,Rasa optimisme harus disertai dengan kewaspadaan karena situasi ekonomi global 2023 diprediksi akan menjadi tantangan dengan banyaknya negara yang akan mengalami resesi.\n\n#UntukRISejahtera https://t.co/z8ImrXcq7L,1,POSITIVE
373,Thu Jan 19 22:45:53 +0000 2023,Mudah2an 2023 ini ga jadi ya resesi ekonomi,1,POSITIVE
375,Thu Jan 19 03:40:42 +0000 2023,Ini 4 Fokus Anggaran Negara Hadapi Risiko Pelemahan Ekonomi 2023 \n\n#menkeuSMI #ekonomi #apbn #fiskal #inflasi #resesi\n\nhttps://t.co/GreLd17rHb,1,POSITIVE
376,Thu Jan 19 06:18:38 +0000 2023,Resesi ekonomi 2023 adalah tantangan. Gimana cara ngatasin dan sukses ngelewatinya? Temuin peluangnya bareng Raymond Chin di Live IG Telkomsel redi --&gt; https://t.co/KrHhLFR5kN tanggal 25 Januari! be redi! #rediToServeYou #resesiekonomi,1,POSITIVE
377,Fri Jan 20 05:32:14 +0000 2023,"Bye resesi 2023!, Pertumbuhan ekonomi RI di 2023 masih akan ditopang oleh konsumsi rumah tangga yang menguat https://t.co/KoYhxwjSb3",1,POSITIVE
379,Fri Jan 20 03:22:44 +0000 2023,"Reses I tahun 2023 Muzni Zen,SH, Fokus pada Peningkatan Ekonomi UMKM https://t.co/gano9lUed8",1,POSITIVE
380,Thu Jan 19 12:31:41 +0000 2023,"*TAXES LOMBA ARTIKEL PAJAK 2023*\n⁣\nLomba Artikel Pajak ini untuk mengasah kemampuan, keterampilan, dan pengetahuan masyarakat umum tentang perpajakan di Indonesia.\n\nTema :\n*Sadar Pajak Untuk Keseimbangan Pemulihan Ekonomi Sebagai Mitigasi Resesi di Indonesia*\n\n⁣ https://t.co/RPEbaOAH25",1,POSITIVE
381,Thu Jan 19 02:40:10 +0000 2023,Guncangan ekonomi diperkirakan hadir pada 2023 ini. Kondisi yang dinilai oleh berbagai kalangan akan berdampak pada terjadinya resesi. https://t.co/jmX7Jz6dol,-1,NEGATIVE
382,Fri Jan 20 05:33:51 +0000 2023,"Prof. DR. KH. Ali Maschan Musa, MSi. ~ Konsep Al Qur'an Menghadapi Resesi Ekonomi 2023\n\nhttps://t.co/JnJzXDFMVd https://t.co/nnRbSIiZAA",1,POSITIVE
384,Thu Jan 19 23:25:47 +0000 2023,"BPKP Siap Kawal Pertumbuhan Ekonomi Tahun 2023\n\nAncaman resesi dan inflasi menjadi tantangan besar bagi pemerintah di tahun 2023. Selain itu, menuju tahun politik di 2024, pemerintah juga menghadapi berbagai ketidakpastian. \n\nFoto: BPKP Sulbar\n\n#InfoPengawasan https://t.co/xsr6iktPw3",-1,NEGATIVE
385,Wed Jan 18 07:21:18 +0000 2023,"Ekonomi Indonesia dalam keadaan baik, namun harus bersiap hadapi resesi dunia. \nErick Thohir ajak keluarga BUMN bersatu hadapi tantangan 2023 dimana isu lapangan kerja, energi dan kebutuhan pokok harus menjadi perhatian. \n\n@erickthohir \n#BangkitBersamaET https://t.co/kd9C9sgMgB",1,POSITIVE
386,Wed Jan 18 05:26:58 +0000 2023,Pemerintah Provinsi Kalimantan Tengah menyiapkan berbagai langkah strategis menghadapi ancaman resesi ekonomi global 2023 dengan memperkuat ketahanan pangan wilayah.\n\nBaca selengkapnya:\nhttps://t.co/ZQHVcKb5Nh\n\nwulan guritno transparan Mending Prabowo,1,POSITIVE
387,Wed Jan 18 15:54:27 +0000 2023,"Menteri BUMN @erickthohir  mengingatkan adanya permasalahan ekonomi yang harus dihadapi Indonesia pada 2023. Setelah berhasil menunjukkan peran dalam penanganan Covid, dia menegaskan, kini BUMN harus bersiap menghadapi resesi ekonomi.\n\n#BangkitBersamaET https://t.co/mNR0vaGGMH",-1,NEGATIVE
388,Wed Jan 18 08:40:50 +0000 2023,Trader handal mah ga perlu was-was sama isu resesi dan ekonomi gelap 2023 👊\n\nKamu juga gitu ga? Reply postingan ini soal perasaan kamu menghadapi isu ekonomi gelap di 2023 ini ya! 😉\n\n#portofolioindonesia #resesi2023 #trader #forex #imf https://t.co/QL8xfK7d8P,1,POSITIVE
389,Wed Jan 18 13:22:04 +0000 2023,"Kepala BIN memperingatkan semua pihak untuk tetap waspada. Walaupun Indonesia diprediksi tidak akan terkena resesi di tahun 2023. Namun, pertumbuhan ekonomi Indonesia hanya di kisaran 4,7 samai dengan 5,3% https://t.co/5tcrwa7205",1,POSITIVE
390,Wed Jan 18 03:51:24 +0000 2023,"Menteri BUMN Erick Thohir mengingatkan adanya permasalahan ekonomi yg harus dihadapi Indonesia pada 2023. Setelah berhasil menunjukkan peran dlm penanganan Covid, dia menegaskan, kini BUMN harus bersiap menghadapi resesi ekonomi.\n\n#BangkitBersamaET \n@erickthohir https://t.co/YvAgW9X3Qd",-1,NEGATIVE
391,Wed Jan 18 09:46:59 +0000 2023,"Berdasarkan data dari IMF, diprediksi tahun 2023 sepertiga negara di dunia akan mengalami resesi\n\nPresiden Jokowi menekankan bahwa 2023 masih menjadi ujian ekonomi bagi Indonesia utk tetap waspada walau saat ini pertumbuhan ekonomi Indonesia berada pada posisi yg sangat baik.",1,POSITIVE
392,Wed Jan 18 09:35:46 +0000 2023,"Menteri BUMN Pak @erickthohir ngajak BUMN &amp; keluarga BUMN untuk bersatu dlm menghadapi tantangan di tahun 2023 bersatu untuk membangun ekonomi bangsa &amp; jg harus bersiap dalam resesi dunia, kita hrs bekerja keras untk membuktikan BUMN hadir untk Rakyat &amp; Negara.\n#BangkitBersamaET https://t.co/a7PqzIWGbJ",1,POSITIVE
393,Wed Jan 18 09:48:56 +0000 2023,"Menteri BUMN Erick Thohir mengingatkan adanya permasalahan ekonomi yang harus dihadapi Indonesia pada 2023. Setelah berhasil menunjukkan peran dalam penanganan Covid, dia menegaskan, kini BUMN harus bersiap menghadapi resesi ekonomi.\n\n@erickthohir \n#BangkitBersamaET https://t.co/TVbOOtDsUZ",-1,NEGATIVE
394,Wed Jan 18 08:42:46 +0000 2023,"Dalam menghadapi tantangan di tahun 2023 ini..Menteri BUMN Erick Thohir mengajak keluarga BUMN bersatu..ekonomi Indonesia dalam kondisi baik, namun kita harus tetap bersiap menghadapi resesi dunia..\n\n#BangkitBersamaET https://t.co/goXcGStHJr",1,POSITIVE
395,Wed Jan 18 02:11:45 +0000 2023,"Di sisi lain, dalam laporan World Economic Outlook Oktober 2022, IMF memprediksi ekonomi global akan merosot sampai 2023. Bahkan, sepertiga perekonomian dunia termasuk AS, Uni Eropa, dan China diproyeksikan mengalami resesi akibat perang Rusia-Ukraina, serta dampak pandemi.",-1,NEGATIVE
396,Wed Jan 18 01:10:07 +0000 2023,"📃Menteri PPN @Suharso_M Ungkap Strategi Bappenas Realisasikan RKP 2023 Ditengah Resesi Ekonomi, Hal tersebut diucapkan Menteri, usai menghadiri rapat kerja bersama Komite IV DPD RI, Selasa (17/01/2023)\n\n@Jiwamudaindo\n#BappenasAdalahKita\n#suharsomonoarfa https://t.co/FVisbyDTcc",1,POSITIVE
397,Wed Jan 18 01:10:18 +0000 2023,"Dalam kesempatan yg sama, Menteri @Suharso_M juga menjelaskan strategi yg dilakukan Kementerian PPN dlm mencapai target pembangunan ditengah inflasi dan risiko resesi global.\n\nRKP 2023 sudah mengakomodir upaya pengendalian inflasi di tengah tingginya ketidakpastian ekonomi global https://t.co/z4zYsaTcfF",1,POSITIVE
398,Wed Jan 18 06:34:42 +0000 2023,"Walaupun ekonomi Indonesia dalam kondisi baik, Menteri BUMN Erick Thohir tetap menyiapkan strategi untuk menghadapi resesi global 2023.\n\n@erickthohir \n#BangkitBersamaET https://t.co/JbzmQ8t5bR",1,POSITIVE
400,Wed Jan 18 01:22:37 +0000 2023,Pemerintah berharap belanja 2023 jaga ekonomi dari ancaman Resesi global\n\n#EkonomiTumbuhPositif https://t.co/mG1IDdt1pw,1,POSITIVE
401,Wed Jan 18 13:18:37 +0000 2023,Presiden @jokowi menginstruksikan jajarannya untuk tetap optimistis dalam mengarungi perekonomian tahun 2023. optimisme harus disertai dengan kewaspadaan karena situasi ekonomi global tahun ini pun akan menjadi tantangan dengan banyaknya negara yang diprediksi mengalami resesi. https://t.co/dHUHJKAnSo,1,POSITIVE
402,Wed Jan 18 09:37:57 +0000 2023,"Hadapi tantangan tahun 2023, menteri BUMN Erick Thohir ajak keluarga BUMN bersatu. Walau ekonomi Indonesia dalam kondisi baik² saja, namun BUMN harus mengantisipasi resesi dunia yang akan berimbas pada naiknya dan ketersediaan kebutuhan pokok.\n#BangkitBersamaET https://t.co/PdWPvhb14h",1,POSITIVE
403,Wed Jan 18 07:36:53 +0000 2023,"Walaupun Ekonomi Indonesia dalam keadaan baik, namun harus bersiap hadapi resesi dunia. \nMenteri BUMN Erick Thohir ajak keluarga BUMN bersatu hadapi tantangan 2023 dimana isu lapangan kerja, energi dan kebutuhan pokok harus menjadi perhatian. \n\n@erickthohir\n#BangkitBersamaET https://t.co/QQaHHC9UIA",1,POSITIVE
404,Wed Jan 18 02:26:01 +0000 2023,"Bersiap hadapi tantangan 2023, walaupun ekonomi Indonesia dlm kondisi baik, namun hrs tetap bersiap hadapi resesi\n\nSbg 1/3 kekuatan ekonomi nasional, @erickthohir ajak keluarga BUMN bersatu dlm penanganan ekonomi... \n\n#BangkitBersamaET https://t.co/Ul5nBPzi4R",1,POSITIVE
405,Wed Jan 18 00:47:31 +0000 2023,Menteri @Suharso_M Ungkap Strategi Bappenas Realisasikan RKP 2023 Ditengah Resesi Ekonomi\n\nDalam RKP Tahun 2023 ditetapkan 8 arah kebijakan pembangunan tahun serta strategi pembangunan yang melekat pada masing-masing arah kebijakan.\n\n#BappenasAdalahKita\n#suharsomonoarfa https://t.co/A5QRryTxPg,1,POSITIVE
407,Tue Jan 17 17:57:00 +0000 2023,"EH MAKSUDNYA 🔞 BUKAN AKUN JOROK YA, soaln'Y rant w sring mmbahas sputar ekonomi indonesia dan tanggapan tahun 2023 resesi☺️🙏",1,POSITIVE
409,Tue Jan 17 13:32:02 +0000 2023,Alhamdulillah.. GDP negara Indonesia dibawah Rusia tapi di atas Inggris.\n\nKalau Turki jauh di bawah kita. Semoga ekonomi kita terus tumbuh di tahun 2023. \n\nTerimakasih kepada pemimpin kita yg terus berjuang agar negara ini tdk terperosok ke jurang resesi.🙏🏻 https://t.co/qh0KORsHaI,1,POSITIVE
410,Wed Jan 18 00:38:27 +0000 2023,🌎 Menteri @Suharso_M Ungkap Strategi Bappenas Realisasikan RKP 2023 Ditengah Resesi Ekonomi\n\nMenteri Perencanaan Pembangunan Nasional Suharso Monoarfa  mengungkapkan strategi yang akan pemerintah lakukan dalam merealisasikan RKP tahun 2023.\n\n#BappenasAdalahKita\n#suharsomonoarfa https://t.co/sFnVXpKAIu,1,POSITIVE
411,Tue Jan 17 09:35:50 +0000 2023,"Menghadapi potensi resesi yg mengancam dunia di 2023, BUMN diminta investasi dg kerja sama pihak luar negeri dan dalam negeri. Selain mendorong investasi, BUMN turut diminta untuk terus membuka lapangan pekerjaan yang berkelanjutan\n\nJokowi Gas Pol Pemulihan Ekonomi https://t.co/VX5yhvDt68",1,POSITIVE
412,Tue Jan 17 07:05:30 +0000 2023,Jurus jitu kepemimpinan pak Jokowi berhasil bawa perekonomian Indonesia menjadi lebih baik serta optimis hadapi ketidakpastian global dan ancaman resesi 2023\nhttps://t.co/EX53eDR45g\n\nEkonomi RI Terus Tumbuh\n#IndonesiaOptimis,1,POSITIVE
414,Wed Jan 18 00:09:25 +0000 2023,Menteri @Suharso_M Ungkap Strategi Bappenas Realisasikan RKP 2023 Ditengah Resesi Ekonomi dg menetapkan 8 arah kebijakan pembangunan tahun serta strategi pembangunan yang melekat pada masing2 arah kebijakan dlm RKP Tahun 2023.\n\n#BappenasAdalahKita\n#suharsomonoarfa https://t.co/kfA0RDFXNL,1,POSITIVE
415,Wed Jan 18 00:40:03 +0000 2023,"ditengah inflasi &amp; risiko resesi global.\nMenteri menjelaskan, RKP 2023 sudah mengakomodir upaya pengendalian inflasi di tengah tingginya ketidakpastian ekonomi global. \n\n@Suharso_M \n@Jiwamudaindo \n\n#BappenasAdalahKita\n#suharsomonoarfa https://t.co/GDhoKZaI9i",1,POSITIVE
416,Tue Jan 17 08:18:29 +0000 2023,"Indonesia optimis karena pencapaian luar biasa di 2022.✨\n\nWaspada karena menurut proyeksi IMF, 43% negara akan mengalami resesi di tahun 2023.\n\nSementara itu, momentum pemulihan ekonomi harus di jaga. \n\nBagaimana caranya? Yuk #SobatJuara kita simak postingan berikut ini",1,POSITIVE
417,Tue Jan 17 01:02:40 +0000 2023,"Indonesia optimis karena pencapaian luar biasa di 2022.✨\n\nWaspada karena menurut proyeksi IMF, 43% negara akan mengalami resesi di tahun 2023.\n\nSementara itu, momentum pemulihan ekonomi harus di jaga. \n\nBagaimana caranya? https://t.co/EgbdLZdVQN",1,POSITIVE
418,Tue Jan 17 07:05:00 +0000 2023,"Ancaman resesi 2023 terus membayang-bayangi perekonomian dunia. Namun Indonesia optimis mampu melewatinya, terbukti dengan capaian positif berkat kebijakan pemerintah\n\nEkonomi RI Terus Tumbuh\n#IndonesiaOptimis\n\nhttps://t.co/TyKtkRXXeF""",1,POSITIVE
419,Wed Jan 18 01:00:02 +0000 2023,"Pertumbuhan ekonomi di Indonesia semakin membaik, untuk it  Pemerintah berharap belanja 2023 bisa menjaga ekonomi dari ancaman resesi global #EkonomiTumbuhPositif https://t.co/IAtMw65O5V",1,POSITIVE
420,Tue Jan 17 07:05:00 +0000 2023,"Jika respon cepat diberikan oleh instansi pemerintah maka negara Indonesia akan semakin optimis dalam menghadapi resesi global 2023, karena kebijakan yang dibuat akan mengikuti dinamika dunia, Ekonomi RI Terus Tumbuh\n\n#IndonesiaOptimis\n\nhttps://t.co/0mhN4KvCl3",1,POSITIVE
421,Tue Jan 17 14:47:04 +0000 2023,Dua Pertiga Kepala Ekonom Sebut Resesi Ekonomi Global Sangat Mungkin Terjadi Pada 2023 https://t.co/5IfHg68Emc #ResesiEkonomi #WEF #WEF2023 #WEFDavos https://t.co/HdACtC7w66,-1,NEGATIVE
422,Tue Jan 17 07:05:00 +0000 2023,"Melihat banyaknya capaian positif yang diraih, perekonomian Indonesia dinilai cukup kuat untuk menghadapi resesi global pada 2023 mendatang.\n\nEkonomi RI Terus Tumbuh\n#IndonesiaOptimis https://t.co/fjEAEQfjPK",1,POSITIVE
423,Tue Jan 17 18:40:36 +0000 2023,Survei WEF: Resesi Ekonomi Global Sangat Mungkin Terjadi pada 2023 https://t.co/G9IRGov0Ws #Internasional #BeritaBaru #BeritaBaruJatim #Beritabaruco https://t.co/t0KdDlt2GQ,-1,NEGATIVE
424,Tue Jan 17 15:49:33 +0000 2023,"Forkopimda Sulsel Hadiri Rakornas, Syahar: Jokowi Ingatkan Ancaman Resesi Ekonomi: Gubernur Sulawesi Selatan (Sulsel), Andi Sudirman Sulaiman bersama Forum Koordinasi Pimpinan Daerah… https://t.co/TscekD8MVE #Sulsel #PemprovSulsel #DPRDSulsel #Jokowi #resesiekonomi2023",1,POSITIVE
425,Tue Jan 17 07:56:39 +0000 2023,"Optimis sih, soalnya pencapaian kita keren banget pada tahun 2022. Hati-hati ygy soalnya tahun 2023 sepertiga dunia bakal resesi \nEkonomi RI Terus Tumbuh\n\n#IndonesiaOptimis",1,POSITIVE
427,Tue Jan 17 05:17:10 +0000 2023,"Presiden Jokowi menginstruksikan jajarannya untuk tetap optimistis dalam perekonomian 2023, dengan kewaspadaan karena situasi ekonomi global pada tahun ini pun akan menjadi tantangan dengan banyaknya negara yang diprediksi mengalami resesi. (Menteri Keuangan Sri Mulyani, 16/1) https://t.co/mHg5RQ27L4",1,POSITIVE
428,Tue Jan 17 07:05:00 +0000 2023,Optimis karena pencapaian kita luar biasa di 2022. Aaspada karena tahun 2023 sepertiga dunia akan mengalami resesi atau 43 persen negara akan mengalami resesi menurut proyeksi IMF.\nEkonomi RI Terus Tumbuh\n\n#IndonesiaOptimis https://t.co/rNyeYsppKF,-1,NEGATIVE
429,Tue Jan 17 05:49:18 +0000 2023,"Rakornas Kepala Daerah dan Forkopimda th 2023 mengusung tema Penguatan Pertumbuhan Ekonomi dan Pengendalian Inflasi"".\nDalam Rakornas ini, Presiden meminta agar kerjasama antara Pempus dan Pemda ditingkatkan guna membebaskan Indonesia dr jurang resesi global.\n#BersatuEkonomiKuat https://t.co/ByVW6yzSGC""",1,POSITIVE
431,Tue Jan 17 07:01:30 +0000 2023,Membaiknya ekonomi Indonesia ini menjadi landasan kuat pemerintah dalam menghadapi ancaman resesi ekonomi di tahun 2023 ini.\nEkonomi RI Terus Tumbuh\n\n#IndonesiaOptimis,1,POSITIVE
432,Thu May 11 08:01:09 +0000 2023,"We are named to Fortune China ESG Influential List again! A great recognition of our outstanding efforts in #green development, social responsibility and corporate governance. 👏\n\nLearn more 👉 https://t.co/NDlzvfniQv\n\n#ZTE #ESG #sustainable #lowcarbon #digital #5G #Tech4Future https://t.co/XwfwPr7szl",1,POSITIVE
433,Tue Jan 17 05:36:09 +0000 2023,Untuk kehati²an &amp,1,POSITIVE
434,Tue Jan 17 05:31:43 +0000 2023,"Dunia masih tdk stabil. Perekonomiannya diduga memburuk di tahun 2023 ini. Dana Moneter Internasional (IMF) bahkan menduga, sepertiga negara di dunia akan tergerus resesi. Pertumbuhan ekonomi global paling cuma akan tumbuh merayap 2,7% (year on year) belaka.\n#BersatuEkonomiKuat https://t.co/OB8eJUV6d5",-1,NEGATIVE
436,Tue Jan 17 05:34:54 +0000 2023,"Salah satu lembaga internasional yakni Dana Moneter Internasional (International Monetary Fund/IMF) memrediksi banyak negara terkena resesi ekonomi 2023.\n\nDirektur Pelaksana IMF Kristalina Georgieva menyebut, sepertiga atau 70 negara diproyeksi resesi.\n#BersatuEkonomiKuat https://t.co/lXln11nvey",-1,NEGATIVE
