,content,score,Label,cleansing,normalized,Tokenization,Stopword_Removal,Stemmed
139,"mungkin sama waktu awal2 pake apk ini, login susah, orderan pertama ga nyampe, orderan lama dateng, bikin kekinya itu sampe crew di marah2in, hehehehe.. sabar, makin hari makin kece deh ini apk, vouchernya bnyk, cashback, paylater dapet juga, paketan yg harganya murah, point yg bisa di tukar hadiah, tinggal pilih², klik pesen, nyampe besok.. makasih wahyoo, mba astri, bang akbar, imam, rudi.. di tunggu hadiah laennya 😀😀",5,Positif,mungkin sama waktu awal  pake apk ini  login susah  orderan pertama ga nyampe  orderan lama dateng  bikin kekinya itu sampe crew di marah in  hehehehe  sabar  makin hari makin kece deh ini apk  vouchernya bnyk  cashback  paylater dapet juga  paketan yg harganya murah  point yg bisa di tukar hadiah  tinggal pilih  klik pesen  nyampe besok  makasih wahyoo  mba astri  bang akbar  imam  rudi  di tunggu hadiah laennya,mungkin sama waktu awal pakai apk ini login susah orderan pertama tidak nyampe orderan lama datang buat kekinya itu sampai crew di marah in hehehehe sabar makin hari makin kece deh ini apk vouchernya banyak cashback paylater dapat juga paketan yang harganya murah point yang bisa di tukar hadiah tinggal pilih klik pesen nyampe besok terima kasih wahyoo mbak astri bang akbar imam rudi di tunggu hadiah laennya,"['mungkin', 'sama', 'waktu', 'awal', 'pakai', 'apk', 'ini', 'login', 'susah', 'orderan', 'pertama', 'tidak', 'nyampe', 'orderan', 'lama', 'datang', 'buat', 'kekinya', 'itu', 'sampai', 'crew', 'di', 'marah', 'in', 'hehehehe', 'sabar', 'makin', 'hari', 'makin', 'kece', 'deh', 'ini', 'apk', 'vouchernya', 'banyak', 'cashback', 'paylater', 'dapat', 'juga', 'paketan', 'yang', 'harganya', 'murah', 'point', 'yang', 'bisa', 'di', 'tukar', 'hadiah', 'tinggal', 'pilih', 'klik', 'pesen', 'nyampe', 'besok', 'terima', 'kasih', 'wahyoo', 'mbak', 'astri', 'bang', 'akbar', 'imam', 'rudi', 'di', 'tunggu', 'hadiah', 'laennya']","['pakai', 'apk', 'login', 'susah', 'orderan', 'nyampe', 'orderan', 'kekinya', 'crew', 'marah', 'in', 'hehehehe', 'sabar', 'kece', 'deh', 'apk', 'vouchernya', 'cashback', 'paylater', 'paketan', 'harganya', 'murah', 'point', 'tukar', 'hadiah', 'tinggal', 'pilih', 'klik', 'pesen', 'nyampe', 'besok', 'terima', 'kasih', 'wahyoo', 'mbak', 'astri', 'bang', 'akbar', 'imam', 'rudi', 'tunggu', 'hadiah', 'laennya']",pakai apk login susah order nyampe order keki crew marah in hehehehe sabar kece deh apk vouchernya cashback paylater paket harga murah point tukar hadiah tinggal pilih klik sen nyampe besok terima kasih wahyoo mbak astri bang akbar imam rudi tunggu hadiah laennya
140,bagus aplikasi nya sangat membantu saya,5,Positif,bagus aplikasi nya sangat membantu saya,bagus aplikasi nya sangat membantu saya,"['bagus', 'aplikasi', 'nya', 'sangat', 'membantu', 'saya']","['bagus', 'aplikasi', 'nya', 'membantu']",bagus aplikasi nya bantu
141,"sangat mengecewakan.jelas2 sales blg isi data alamat pengantaran. ud diisi malah ditanya balik. bukan alamat di a y? jelas2 ud by call bahas n nanya bs gak diantar ke lokasi b. n dia blg bs. ud daftar mau order,semua yg saya butuhkan pdhl umum cabe2 tomat dll semua kosong. tanya sales malah sibuk blg aktivasi dl. minta tlg tanyain stok sebenernya ready gak. suruh buka app aja ud sesuai.. ud di ss barang kosong masih nanya balik. org jg dr sabar bs jd emosi. not recommended!!!!",1,Negatif,sangat mengecewakan jelas  sales blg isi data alamat pengantaran  ud diisi malah ditanya balik  bukan alamat di a y  jelas  ud by call bahas n nanya bs gak diantar ke lokasi b  n dia blg bs  ud daftar mau order semua yg saya butuhkan pdhl umum cabe  tomat dll semua kosong  tanya sales malah sibuk blg aktivasi dl  minta tlg tanyain stok sebenernya ready gak  suruh buka app aja ud sesuai  ud di ss barang kosong masih nanya balik  org jg dr sabar bs jd emosi  not recommended ,sangat mengecewakan jelas sales bilang isi data alamat pengantaran sudah diisi bahkan ditanya balik bukan alamat di a kenapa jelas sudah by call bahas dan bertanya bisa tidak diantar ke lokasi b dan dia bilang bisa sudah daftar mau order semua yang saya butuhkan padahal umum cabe tomat dan lain-lain semua kosong tanya sales bahkan sibuk bilang aktivasi dulu minta tlg tanyain stok sebenernya ready tidak suruh buka app saja sudah sesuai sudah di ss barang kosong masih bertanya balik orang juga dari sabar bisa jadi emosi not recommended,"['sangat', 'mengecewakan', 'jelas', 'sales', 'bilang', 'isi', 'data', 'alamat', 'pengantaran', 'sudah', 'diisi', 'bahkan', 'ditanya', 'balik', 'bukan', 'alamat', 'di', 'a', 'kenapa', 'jelas', 'sudah', 'by', 'call', 'bahas', 'dan', 'bertanya', 'bisa', 'tidak', 'diantar', 'ke', 'lokasi', 'b', 'dan', 'dia', 'bilang', 'bisa', 'sudah', 'daftar', 'mau', 'order', 'semua', 'yang', 'saya', 'butuhkan', 'padahal', 'umum', 'cabe', 'tomat', 'dan', 'lain', 'lain', 'semua', 'kosong', 'tanya', 'sales', 'bahkan', 'sibuk', 'bilang', 'aktivasi', 'dulu', 'minta', 'tlg', 'tanyain', 'stok', 'sebenernya', 'ready', 'tidak', 'suruh', 'buka', 'app', 'saja', 'sudah', 'sesuai', 'sudah', 'di', 'ss', 'barang', 'kosong', 'masih', 'bertanya', 'balik', 'orang', 'juga', 'dari', 'sabar', 'bisa', 'jadi', 'emosi', 'not', 'recommended']","['mengecewakan', 'sales', 'bilang', 'isi', 'data', 'alamat', 'pengantaran', 'diisi', 'alamat', 'a', 'by', 'call', 'bahas', 'diantar', 'lokasi', 'b', 'bilang', 'daftar', 'order', 'butuhkan', 'cabe', 'tomat', 'kosong', 'sales', 'sibuk', 'bilang', 'aktivasi', 'tlg', 'tanyain', 'stok', 'sebenernya', 'ready', 'suruh', 'buka', 'app', 'sesuai', 'ss', 'barang', 'kosong', 'orang', 'sabar', 'emosi', 'not', 'recommended']",kecewa sales bilang isi data alamat antar isi alamat a by call bahas antar lokasi b bilang daftar order butuh cabe tomat kosong sales sibuk bilang aktivasi tlg tanyain stok sebenernya ready suruh buka app sesuai ss barang kosong orang sabar emosi not recommended
142,membantu,5,Positif,membantu,membantu,['membantu'],['membantu'],bantu
143,"sudah coba order,pelayanan cepat,harapannya semoga wahyoo semakin berkembang dan produknya makin banyak ,sukses wahyoo,cheers😇",5,Positif,sudah coba order pelayanan cepat harapannya semoga wahyoo semakin berkembang dan produknya makin banyak  sukses wahyoo cheers,sudah coba order pelayanan cepat harapannya semoga wahyoo semakin berkembang dan produknya makin banyak sukses wahyoo cheers,"['sudah', 'coba', 'order', 'pelayanan', 'cepat', 'harapannya', 'semoga', 'wahyoo', 'semakin', 'berkembang', 'dan', 'produknya', 'makin', 'banyak', 'sukses', 'wahyoo', 'cheers']","['coba', 'order', 'pelayanan', 'cepat', 'harapannya', 'semoga', 'wahyoo', 'berkembang', 'produknya', 'sukses', 'wahyoo', 'cheers']",coba order layan cepat harap moga wahyoo kembang produk sukses wahyoo cheers
144,wkwkwk cari sono pelanggan f&b aneh looo gua pengen belanja aja ga bisa... lol semoga cepet cepet bangkrut dahhh lo... sombong bgt jadi aplikasi aja... mending warpin ga sombony kayak ente bosquhh,1,Negatif,wkwkwk cari sono pelanggan f b aneh loo gua pengen belanja aja ga bisa  lol semoga cepet cepet bangkrut dahh lo  sombong bgt jadi aplikasi aja  mending warpin ga sombony kayak ente bosquhh,wkwkwk cari sono pelanggan f b aneh loo saya ingin belanja saja tidak bisa tertawa semoga cepat cepat bangkrut dahh kamu sombong banget jadi aplikasi saja lebih baik warpin tidak sombony kayak ente bosquhh,"['wkwkwk', 'cari', 'sono', 'pelanggan', 'f', 'b', 'aneh', 'loo', 'saya', 'ingin', 'belanja', 'saja', 'tidak', 'bisa', 'tertawa', 'semoga', 'cepat', 'cepat', 'bangkrut', 'dahh', 'kamu', 'sombong', 'banget', 'jadi', 'aplikasi', 'saja', 'lebih', 'baik', 'warpin', 'tidak', 'sombony', 'kayak', 'ente', 'bosquhh']","['wkwkwk', 'cari', 'sono', 'pelanggan', 'f', 'b', 'aneh', 'loo', 'belanja', 'tertawa', 'semoga', 'cepat', 'cepat', 'bangkrut', 'dahh', 'sombong', 'banget', 'aplikasi', 'warpin', 'sombony', 'kayak', 'ente', 'bosquhh']",wkwkwk cari sono langgan f b aneh loo belanja tertawa moga cepat cepat bangkrut dahh sombong banget aplikasi warpin sombony kayak ente bosquhh
145,sangat membantu.....mantap pokok nya......sukses terus wahyoo.....aplikasi yg hebat...bisa mewujud kan impian kita semua.....,5,Positif,sangat membantu mantap pokok nya sukses terus wahyoo aplikasi yg hebat bisa mewujud kan impian kita semua ,sangat membantu mantap pokok nya sukses terus wahyoo aplikasi yang hebat bisa mewujud kan impian kita semua,"['sangat', 'membantu', 'mantap', 'pokok', 'nya', 'sukses', 'terus', 'wahyoo', 'aplikasi', 'yang', 'hebat', 'bisa', 'mewujud', 'kan', 'impian', 'kita', 'semua']","['membantu', 'mantap', 'pokok', 'nya', 'sukses', 'wahyoo', 'aplikasi', 'hebat', 'mewujud', 'impian']",bantu mantap pokok nya sukses wahyoo aplikasi hebat wujud impi
146,muantappp... salam suksesss.. dari warteg chandra.. semoga kedepanya untuk sayuran di komlit kan lagih,5,Positif,muantapp  salam suksess  dari warteg chandra  semoga kedepanya untuk sayuran di komlit kan lagih,muantapp salam suksess dari warung tegal chandra semoga kedepanya untuk sayuran di komlit kan lagih,"['muantapp', 'salam', 'suksess', 'dari', 'warung', 'tegal', 'chandra', 'semoga', 'kedepanya', 'untuk', 'sayuran', 'di', 'komlit', 'kan', 'lagih']","['muantapp', 'salam', 'suksess', 'warung', 'tegal', 'chandra', 'semoga', 'kedepanya', 'sayuran', 'komlit', 'lagih']",muantapp salam suksess warung tegal chandra moga depa sayur komlit lagih
147,good leadernya mas adi,5,Positif,good leadernya mas adi,bagus leadernya mas adi,"['bagus', 'leadernya', 'mas', 'adi']","['bagus', 'leadernya', 'mas', 'adi']",bagus leadernya mas adi
148,"warteg suja, leadernya good mas adi",5,Positif,warteg suja  leadernya good mas adi,warung tegal suja leadernya bagus mas adi,"['warung', 'tegal', 'suja', 'leadernya', 'bagus', 'mas', 'adi']","['warung', 'tegal', 'suja', 'leadernya', 'bagus', 'mas', 'adi']",warung tegal suja leadernya bagus mas adi
149,wahyoo mantap,4,Positif,wahyoo mantap,wahyoo mantap,"['wahyoo', 'mantap']","['wahyoo', 'mantap']",wahyoo mantap
150,"aplikasi agbt sgt membantu ekonomi utk keluarga kecil sya, yg mana sya sebagai seorang single pareng skaligus mitra agbt merasa terbantu disaat efek pandemi covid 19 spti skrg ini. semoga berjalan lancar utk rejeki anak2 qu, juga utk aplikasi wahyoo nya semakin lebih baik lgi utk pelayanan ke mitra dan juga ke konsumen yg sudah pernah beli, maupun pembeli yg baru aja membeli menggunakan aplikasi wahyoo semoga juga terbantu utk membeli keperluan dan kebutuhan hidup sehari2. amin🙏🏻🙏🏻🙏🏻😀🙌🙌",5,Positif,aplikasi agbt sgt membantu ekonomi utk keluarga kecil sya  yg mana sya sebagai seorang single pareng skaligus mitra agbt merasa terbantu disaat efek pandemi covid    spti skrg ini  semoga berjalan lancar utk rejeki anak  qu  juga utk aplikasi wahyoo nya semakin lebih baik lgi utk pelayanan ke mitra dan juga ke konsumen yg sudah pernah beli  maupun pembeli yg baru aja membeli menggunakan aplikasi wahyoo semoga juga terbantu utk membeli keperluan dan kebutuhan hidup sehari   amin,aplikasi agbt sangat membantu ekonomi untuk keluarga kecil saya yang mana saya sebagai seorang single pareng skaligus mitra agbt merasa terbantu disaat efek pandemi covid spti sekarang ini semoga berjalan lancar untuk rezeki anak qu juga untuk aplikasi wahyoo nya semakin lebih baik lagi untuk pelayanan ke mitra dan juga ke konsumen yang sudah pernah beli maupun pembeli yang baru saja membeli menggunakan aplikasi wahyoo semoga juga terbantu untuk membeli keperluan dan kebutuhan hidup sehari amin,"['aplikasi', 'agbt', 'sangat', 'membantu', 'ekonomi', 'untuk', 'keluarga', 'kecil', 'saya', 'yang', 'mana', 'saya', 'sebagai', 'seorang', 'single', 'pareng', 'skaligus', 'mitra', 'agbt', 'merasa', 'terbantu', 'disaat', 'efek', 'pandemi', 'covid', 'spti', 'sekarang', 'ini', 'semoga', 'berjalan', 'lancar', 'untuk', 'rezeki', 'anak', 'qu', 'juga', 'untuk', 'aplikasi', 'wahyoo', 'nya', 'semakin', 'lebih', 'baik', 'lagi', 'untuk', 'pelayanan', 'ke', 'mitra', 'dan', 'juga', 'ke', 'konsumen', 'yang', 'sudah', 'pernah', 'beli', 'maupun', 'pembeli', 'yang', 'baru', 'saja', 'membeli', 'menggunakan', 'aplikasi', 'wahyoo', 'semoga', 'juga', 'terbantu', 'untuk', 'membeli', 'keperluan', 'dan', 'kebutuhan', 'hidup', 'sehari', 'amin']","['aplikasi', 'agbt', 'membantu', 'ekonomi', 'keluarga', 'single', 'pareng', 'skaligus', 'mitra', 'agbt', 'terbantu', 'disaat', 'efek', 'pandemi', 'covid', 'spti', 'semoga', 'berjalan', 'lancar', 'rezeki', 'anak', 'qu', 'aplikasi', 'wahyoo', 'nya', 'pelayanan', 'mitra', 'konsumen', 'beli', 'pembeli', 'membeli', 'aplikasi', 'wahyoo', 'semoga', 'terbantu', 'membeli', 'keperluan', 'kebutuhan', 'hidup', 'sehari', 'amin']",aplikasi agbt bantu ekonomi keluarga single pareng skaligus mitra agbt bantu saat efek pandemi covid spti moga jalan lancar rezeki anak qu aplikasi wahyoo nya layan mitra konsumen beli beli beli aplikasi wahyoo moga bantu beli perlu butuh hidup hari amin
151,blanja lebih mudah,5,Positif,blanja lebih mudah,blanja lebih mudah,"['blanja', 'lebih', 'mudah']","['blanja', 'mudah']",blanja mudah
152,"sangat puas belanja di wahyoo banyak vojer belanja,harga lebih murah dari pada di pasar, sayur nya fres masih segar ,ikannya juga segar, ayam nya jg fres , alhamdulillahi apa pun yg saya butuin ada di wahyoo ,pesan sekarang besok langsung di kirim ,pengirimnya juga ramah trimakasih bang rusli yg setia mengirim barang ke warung saya, trimakasih wahyoo 😃 yg percaya keda saya untuk ranting hati, semoga wahyoo semakin sukses ,🤲🤲🤲",5,Positif,sangat puas belanja di wahyoo banyak vojer belanja harga lebih murah dari pada di pasar  sayur nya fres masih segar  ikannya juga segar  ayam nya jg fres   alhamdulillahi apa pun yg saya butuin ada di wahyoo  pesan sekarang besok langsung di kirim  pengirimnya juga ramah trimakasih bang rusli yg setia mengirim barang ke warung saya  trimakasih wahyoo yg percaya keda saya untuk ranting hati  semoga wahyoo semakin sukses  ,sangat puas belanja di wahyoo banyak vojer belanja harga lebih murah dari pada di pasar sayur nya fres masih segar ikannya juga segar ayam nya juga fres alhamdulillahi apa pun yang saya butuin ada di wahyoo pesan sekarang besok langsung di kirim pengirimnya juga ramah trimakasih bang rusli yang setia mengirim barang ke warung saya trimakasih wahyoo yang percaya keda saya untuk ranting hati semoga wahyoo semakin sukses,"['sangat', 'puas', 'belanja', 'di', 'wahyoo', 'banyak', 'vojer', 'belanja', 'harga', 'lebih', 'murah', 'dari', 'pada', 'di', 'pasar', 'sayur', 'nya', 'fres', 'masih', 'segar', 'ikannya', 'juga', 'segar', 'ayam', 'nya', 'juga', 'fres', 'alhamdulillahi', 'apa', 'pun', 'yang', 'saya', 'butuin', 'ada', 'di', 'wahyoo', 'pesan', 'sekarang', 'besok', 'langsung', 'di', 'kirim', 'pengirimnya', 'juga', 'ramah', 'trimakasih', 'bang', 'rusli', 'yang', 'setia', 'mengirim', 'barang', 'ke', 'warung', 'saya', 'trimakasih', 'wahyoo', 'yang', 'percaya', 'keda', 'saya', 'untuk', 'ranting', 'hati', 'semoga', 'wahyoo', 'semakin', 'sukses']","['puas', 'belanja', 'wahyoo', 'vojer', 'belanja', 'harga', 'murah', 'pasar', 'sayur', 'nya', 'fres', 'segar', 'ikannya', 'segar', 'ayam', 'nya', 'fres', 'alhamdulillahi', 'butuin', 'wahyoo', 'pesan', 'besok', 'langsung', 'kirim', 'pengirimnya', 'ramah', 'trimakasih', 'bang', 'rusli', 'setia', 'mengirim', 'barang', 'warung', 'trimakasih', 'wahyoo', 'percaya', 'keda', 'ranting', 'hati', 'semoga', 'wahyoo', 'sukses']",puas belanja wahyoo vojer belanja harga murah pasar sayur nya fres segar ikan segar ayam nya fres alhamdulillah butuin wahyoo pesan besok langsung kirim kirim ramah trimakasih bang rusli setia kirim barang warung trimakasih wahyoo percaya keda ranting hati moga wahyoo sukses
153,okee,5,Positif,okee,okee,['okee'],['okee'],okee
154,sangat bermanfaat☺️,5,Positif,sangat bermanfaat,sangat bermanfaat,"['sangat', 'bermanfaat']",['bermanfaat'],manfaat
155,parah keuangan di gofoodnya ngga langsung ontime !!!! aku sunggu kecewa ikut gofood dari wahyooo,1,Negatif,parah keuangan di gofoodnya ngga langsung ontime   aku sunggu kecewa ikut gofood dari wahyoo,parah keuangan di gofoodnya tidak langsung ontime aku sunggu kecewa ikut gofood dari wahyoo,"['parah', 'keuangan', 'di', 'gofoodnya', 'tidak', 'langsung', 'ontime', 'aku', 'sunggu', 'kecewa', 'ikut', 'gofood', 'dari', 'wahyoo']","['parah', 'keuangan', 'gofoodnya', 'langsung', 'ontime', 'sunggu', 'kecewa', 'gofood', 'wahyoo']",parah uang gofoodnya langsung ontime sunggu kecewa gofood wahyoo
156,bagus bet,5,Positif,bagus bet,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget
157,ini buat pengguna pembeli gak bisa ?,1,Negatif,ini buat pengguna pembeli gak bisa  ,ini buat pengguna pembeli tidak bisa,"['ini', 'buat', 'pengguna', 'pembeli', 'tidak', 'bisa']","['pengguna', 'pembeli']",guna beli
158,sangat bagus,5,Positif,sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],bagus
159,bgus,5,Positif,bgus,bgus,['bgus'],['bgus'],bgus
160,mantafff,5,Positif,mantaff,mantaff,['mantaff'],['mantaff'],mantaff
161,belanja lebih mudah gk perlu repot mau jalan semuanya sudah ada,5,Positif,belanja lebih mudah gk perlu repot mau jalan semuanya sudah ada,belanja lebih mudah tidak perlu repot mau jalan semuanya sudah ada,"['belanja', 'lebih', 'mudah', 'tidak', 'perlu', 'repot', 'mau', 'jalan', 'semuanya', 'sudah', 'ada']","['belanja', 'mudah', 'repot', 'jalan']",belanja mudah repot jalan
162,"sangat membantu saya dalam berbelanja dan gak ribet, harga pun gk jauh beda sama harga2 di pasaran",5,Positif,sangat membantu saya dalam berbelanja dan gak ribet  harga pun gk jauh beda sama harga  di pasaran,sangat membantu saya dalam berbelanja dan tidak ribet harga pun tidak jauh beda sama harga di pasaran,"['sangat', 'membantu', 'saya', 'dalam', 'berbelanja', 'dan', 'tidak', 'ribet', 'harga', 'pun', 'tidak', 'jauh', 'beda', 'sama', 'harga', 'di', 'pasaran']","['membantu', 'berbelanja', 'ribet', 'harga', 'beda', 'harga', 'pasaran']",bantu belanja ribet harga beda harga pasar
163,wah bagus banget,5,Positif,wah bagus banget,wah bagus banget,"['wah', 'bagus', 'banget']","['bagus', 'banget']",bagus banget
164,"gak jelas, tidak recommended",1,Negatif,gak jelas  tidak recommended,tidak jelas tidak recommended,"['tidak', 'jelas', 'tidak', 'recommended']",['recommended'],recommended
165,sampah,1,Negatif,sampah,sampah,['sampah'],['sampah'],sampah
166,"semoga lebih baik lagi,.untuk harga masih mahal dibandingkan harga pasar.lebih komplit lagi untuk persediaan barang.",3,Negatif,semoga lebih baik lagi  untuk harga masih mahal dibandingkan harga pasar lebih komplit lagi untuk persediaan barang ,semoga lebih baik lagi untuk harga masih mahal dibandingkan harga pasar lebih komplit lagi untuk persediaan barang,"['semoga', 'lebih', 'baik', 'lagi', 'untuk', 'harga', 'masih', 'mahal', 'dibandingkan', 'harga', 'pasar', 'lebih', 'komplit', 'lagi', 'untuk', 'persediaan', 'barang']","['semoga', 'harga', 'mahal', 'dibandingkan', 'harga', 'pasar', 'komplit', 'persediaan', 'barang']",moga harga mahal banding harga pasar komplit sedia barang
167,:v,5,Positif, v,v,['v'],['v'],v
168,"aplikasi ngga jelas dan tdk kompeten sangat tidak recommend, langsung uninstall .",1,Negatif,aplikasi ngga jelas dan tdk kompeten sangat tidak recommend  langsung uninstall  ,aplikasi tidak jelas dan tidak kompeten sangat tidak recommend langsung uninstall,"['aplikasi', 'tidak', 'jelas', 'dan', 'tidak', 'kompeten', 'sangat', 'tidak', 'recommend', 'langsung', 'uninstall']","['aplikasi', 'kompeten', 'recommend', 'langsung', 'uninstall']",aplikasi kompeten recommend langsung uninstall
169,bagus,5,Positif,bagus,bagus,['bagus'],['bagus'],bagus
170,"udah daftar, masih verifikasi terus",1,Negatif,udah daftar  masih verifikasi terus,sudah daftar masih verifikasi terus,"['sudah', 'daftar', 'masih', 'verifikasi', 'terus']","['daftar', 'verifikasi']",daftar verifikasi
173,oke,5,Positif,oke,oke,['oke'],['oke'],oke
174,selalu di hati,5,Positif,selalu di hati,selalu di hati,"['selalu', 'di', 'hati']",['hati'],hati
175,ngabisin kuota doang suruh di perbarui tapi tetep ga bisa mengecewakn,1,Negatif,ngabisin kuota doang suruh di perbarui tapi tetep ga bisa mengecewakn,ngabisin kuota saja suruh di perbarui tapi tetep tidak bisa mengecewakn,"['ngabisin', 'kuota', 'saja', 'suruh', 'di', 'perbarui', 'tapi', 'tetep', 'tidak', 'bisa', 'mengecewakn']","['ngabisin', 'kuota', 'suruh', 'perbarui', 'tetep', 'mengecewakn']",ngabisin kuota suruh baru tetep mengecewakn
176,"alhamdulillah,aq udah bs masuk d aplikasi ini😊😊",5,Positif,alhamdulillah aq udah bs masuk d aplikasi ini,alhamdulillah saya sudah bisa masuk di aplikasi ini,"['alhamdulillah', 'saya', 'sudah', 'bisa', 'masuk', 'di', 'aplikasi', 'ini']","['alhamdulillah', 'masuk', 'aplikasi']",alhamdulillah masuk aplikasi
177,"sudah isi data lengkap, upload ktp dan foto usaha tapi gagal terus saat daftar akun. sudah menghubungi cs via wa tapi tidak ada tanggapan. mohon diperbaiki. tks",1,Negatif,sudah isi data lengkap  upload ktp dan foto usaha tapi gagal terus saat daftar akun  sudah menghubungi cs via wa tapi tidak ada tanggapan  mohon diperbaiki  tks,sudah isi data lengkap upload ktp dan foto usaha tapi gagal terus saat daftar akun sudah menghubungi cs via wa tapi tidak ada tanggapan mohon diperbaiki terima kasih,"['sudah', 'isi', 'data', 'lengkap', 'upload', 'ktp', 'dan', 'foto', 'usaha', 'tapi', 'gagal', 'terus', 'saat', 'daftar', 'akun', 'sudah', 'menghubungi', 'cs', 'via', 'wa', 'tapi', 'tidak', 'ada', 'tanggapan', 'mohon', 'diperbaiki', 'terima', 'kasih']","['isi', 'data', 'lengkap', 'upload', 'ktp', 'foto', 'usaha', 'gagal', 'daftar', 'akun', 'menghubungi', 'cs', 'via', 'wa', 'tanggapan', 'mohon', 'diperbaiki', 'terima', 'kasih']",isi data lengkap upload ktp foto usaha gagal daftar akun hubung cs via wa tanggap mohon baik terima kasih
178,harganya mahal banget,1,Negatif,harganya mahal banget,harganya mahal banget,"['harganya', 'mahal', 'banget']","['harganya', 'mahal', 'banget']",harga mahal banget
179,gak usah di download,1,Negatif,gak usah di download,tidak perlu di download,"['tidak', 'perlu', 'di', 'download']",['download'],download
180,aplikasi gak berguna,1,Negatif,aplikasi gak berguna,aplikasi tidak berguna,"['aplikasi', 'tidak', 'berguna']","['aplikasi', 'berguna']",aplikasi guna
182,terima kasih wahyoo,5,Positif,terima kasih wahyoo,terima kasih wahyoo,"['terima', 'kasih', 'wahyoo']","['terima', 'kasih', 'wahyoo']",terima kasih wahyoo
183,"sangat bermanfaat ,sukses wahyoo",5,Positif,sangat bermanfaat  sukses wahyoo,sangat bermanfaat sukses wahyoo,"['sangat', 'bermanfaat', 'sukses', 'wahyoo']","['bermanfaat', 'sukses', 'wahyoo']",manfaat sukses wahyoo
184,terimakasih wahyoo,5,Positif,terimakasih wahyoo,terimakasih wahyoo,"['terimakasih', 'wahyoo']","['terimakasih', 'wahyoo']",terimakasih wahyoo
185,sangat memuaskan akan pelayanan.. barang blanjaan juga lbih murah dri yg laen,5,Positif,sangat memuaskan akan pelayanan  barang blanjaan juga lbih murah dri yg laen,sangat memuaskan akan pelayanan barang blanjaan juga lbih murah dari yang laen,"['sangat', 'memuaskan', 'akan', 'pelayanan', 'barang', 'blanjaan', 'juga', 'lbih', 'murah', 'dari', 'yang', 'laen']","['memuaskan', 'pelayanan', 'barang', 'blanjaan', 'lbih', 'murah', 'laen']",muas layan barang blanjaan lbih murah laen
186,"jawa tengah gada ya ? yah , mana dah daftar. g bs pake",3,Negatif,jawa tengah gada ya   yah   mana dah daftar  g bs pake,jawa tengah tidak ada iya yah mana deh daftar tidak bisa pakai,"['jawa', 'tengah', 'tidak', 'ada', 'iya', 'yah', 'mana', 'deh', 'daftar', 'tidak', 'bisa', 'pakai']","['jawa', 'iya', 'yah', 'deh', 'daftar', 'pakai']",jawa iya yah deh daftar pakai
187,good service,5,Positif,good service,bagus service,"['bagus', 'service']","['bagus', 'service']",bagus service
188,"sangat membantu,sukses terus",5,Positif,sangat membantu sukses terus,sangat membantu sukses terus,"['sangat', 'membantu', 'sukses', 'terus']","['membantu', 'sukses']",bantu sukses
190,"aplikasi ribet, mau daftar susah ngga bisa2 masuk, payahhhh...sementara 1 bintang dulu",1,Negatif,aplikasi ribet  mau daftar susah ngga bisa  masuk  payahh sementara   bintang dulu,aplikasi ribet mau daftar susah tidak bisa masuk payahh sementara bintang dulu,"['aplikasi', 'ribet', 'mau', 'daftar', 'susah', 'tidak', 'bisa', 'masuk', 'payahh', 'sementara', 'bintang', 'dulu']","['aplikasi', 'ribet', 'daftar', 'susah', 'masuk', 'payahh', 'bintang']",aplikasi ribet daftar susah masuk payahh bintang
191,smoga lancar yah salesnya luar biasa sopan,5,Positif,smoga lancar yah salesnya luar biasa sopan,smoga lancar yah salesnya luar biasa sopan,"['smoga', 'lancar', 'yah', 'salesnya', 'luar', 'biasa', 'sopan']","['smoga', 'lancar', 'yah', 'salesnya', 'sopan']",smoga lancar yah salesnya sopan
193,terima kasih,5,Positif,terima kasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']",terima kasih
194,josslah,5,Positif,josslah,josslah,['josslah'],['josslah'],josslah
195,minta dong program nya,5,Positif,minta dong program nya,minta dong program nya,"['minta', 'dong', 'program', 'nya']","['program', 'nya']",program nya
197,mudahin lagi dong harga2 nya biar makin rajin saya belanjanya,5,Positif,mudahin lagi dong harga  nya biar makin rajin saya belanjanya,mudahin lagi dong harga nya biar makin rajin saya belanjanya,"['mudahin', 'lagi', 'dong', 'harga', 'nya', 'biar', 'makin', 'rajin', 'saya', 'belanjanya']","['mudahin', 'harga', 'nya', 'biar', 'rajin', 'belanjanya']",mudahin harga nya biar rajin belanja
198,sangat membantu.,5,Positif,sangat membantu ,sangat membantu,"['sangat', 'membantu']",['membantu'],bantu
201,good aplikasi dan salesnya baik,5,Positif,good aplikasi dan salesnya baik,bagus aplikasi dan salesnya baik,"['bagus', 'aplikasi', 'dan', 'salesnya', 'baik']","['bagus', 'aplikasi', 'salesnya']",bagus aplikasi salesnya
202,super app. thanks.,1,Negatif,super app  thanks ,super app terima kasih,"['super', 'app', 'terima', 'kasih']","['super', 'app', 'terima', 'kasih']",super app terima kasih
203,sangat membantu kami dalam berwirasuasta,4,Positif,sangat membantu kami dalam berwirasuasta,sangat membantu kami dalam berwirasuasta,"['sangat', 'membantu', 'kami', 'dalam', 'berwirasuasta']","['membantu', 'berwirasuasta']",bantu berwirasuasta
